"No.","Time","Source","Destination","Protocol","Length","Info"
"737","10.540631","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"738","10.540749","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"739","10.542288","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"740","10.543969","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"741","10.544155","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"742","10.546012","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"743","10.547262","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"744","10.547387","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"745","10.548902","142.250.183.132","172.16.80.141","QUIC","504","Protected Payload (KP0)"
"746","10.549693","142.250.183.132","172.16.80.141","QUIC","1285","Protected Payload (KP0)"
"747","10.549897","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"748","10.551295","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"749","10.553206","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"750","10.553356","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"751","10.554581","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"752","10.556253","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"753","10.556397","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"754","10.558270","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"755","10.559593","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"756","10.559705","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"757","10.561570","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"758","10.562993","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"759","10.563098","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"760","10.564703","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"761","10.566512","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"762","10.566886","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"763","10.568304","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"764","10.569704","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"765","10.569923","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"766","10.571329","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"767","10.572985","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"768","10.573133","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"769","10.574707","142.250.183.132","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"770","10.576247","142.250.183.132","172.16.80.141","QUIC","67","Protected Payload (KP0)"
"771","10.601697","172.16.80.141","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=3fc4b442e927c6fb"
"772","10.649629","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.69? Tell 172.16.80.1"
"773","10.649629","IntelCor_25:d8:25","Broadcast","ARP","60","ARP Announcement for 172.16.80.180"
"774","10.649629","IntelCor_f6:08:e2","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.83.88"
"775","10.649629","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.27? Tell 172.16.80.1"
"776","10.649629","1e:5c:24:b9:d8:b2","Broadcast","ARP","60","Who has 172.17.56.1? Tell 172.17.60.28"
"777","10.649629","172.16.84.30","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"778","10.649629","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.117? Tell 172.16.1.1"
"779","10.649629","172.16.86.168","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"780","10.649629","SamsungE_ca:13:fc","Broadcast","ARP","60","Who has 172.16.80.1? Tell 172.16.84.7"
"781","10.649629","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.84.175? Tell 172.16.80.1"
"782","10.649629","IntelCor_a9:2c:57","Broadcast","ARP","60","Who has 169.254.169.254? Tell 172.16.86.181"
"783","10.649629","172.16.87.150","172.16.87.255","DB-LSP-DISC/JSON","176","Dropbox LAN sync Discovery Protocol, JavaScript Object Notation"
"784","10.853760","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.139? Tell 172.16.80.1"
"785","10.853760","RivetNet_c3:11:bd","Broadcast","ARP","60","Who has 172.16.83.161? Tell 172.16.86.168"
"786","10.853760","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.13? Tell 172.16.80.1"
"787","10.853760","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.151? Tell 172.16.80.1"
"788","10.853760","IntelCor_cb:ed:00","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.80.160"
"789","10.853760","172.16.80.206","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"790","11.058413","172.16.83.88","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"791","11.058413","IntelCor_f6:08:e2","Broadcast","ARP","60","Who has 172.16.81.161? Tell 172.16.83.88"
"792","11.058413","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.50? Tell 172.16.80.1"
"793","11.058413","172.16.84.81","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"794","11.264057","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.227? Tell 172.16.80.1"
"795","11.264057","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.6? Tell 172.16.80.1"
"796","11.264057","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.65? Tell 172.16.80.1"
"797","11.264057","172.16.82.136","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"798","11.264057","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.185? Tell 172.16.80.1"
"799","11.264057","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.128? Tell 172.16.80.1"
"800","11.264057","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.29? Tell 172.16.80.1"
"801","11.264057","IntelCor_87:60:cc","Broadcast","ARP","42","Who has 172.16.81.79? Tell 172.16.87.243"
"802","11.264057","172.16.80.160","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"803","11.264057","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.180? Tell 172.16.80.1"
"804","11.264057","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.183? Tell 172.16.80.1"
"805","11.264057","172.16.81.253","172.16.87.255","DB-LSP-DISC/JSON","176","Dropbox LAN sync Discovery Protocol, JavaScript Object Notation"
"806","11.264057","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.143? Tell 172.16.80.1"
"807","11.468409","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.198? Tell 172.16.80.1"
"808","11.468409","1e:5c:24:b9:d8:b2","Broadcast","ARP","60","Who has 172.17.56.1? Tell 172.17.60.28"
"809","11.468409","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.99? Tell 172.16.80.1"
"810","11.468409","CloudNet_4c:9f:8f","Broadcast","ARP","60","Who has 172.16.84.53? Tell 172.16.81.187"
"811","11.468409","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.84.85? Tell 172.16.80.1"
"812","11.468409","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.227? Tell 172.16.80.1"
"813","11.468409","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.218? Tell 172.16.80.1"
"814","11.468409","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.106? Tell 172.16.80.1"
"815","11.468409","172.16.83.200","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"816","11.673179","IntelCor_9e:95:2b","Broadcast","ARP","60","Who has 172.16.86.184? Tell 172.16.80.106"
"817","11.673179","IntelCor_f6:08:e2","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.83.88"
"818","11.673179","IntelCor_f6:08:e2","Broadcast","ARP","60","Who has 172.16.81.161? Tell 172.16.83.88"
"819","11.673179","172.16.84.30","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"820","11.673179","172.16.86.168","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"821","11.673179","RivetNet_c3:11:bd","Broadcast","ARP","60","Who has 172.16.83.161? Tell 172.16.86.168"
"822","11.673179","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.139? Tell 172.16.80.1"
"823","11.877734","IntelCor_21:0a:5c","Broadcast","ARP","60","Who has 172.16.80.1? Tell 172.16.87.81"
"824","11.877734","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.151? Tell 172.16.80.1"
"825","11.877734","172.16.83.88","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"826","11.877734","172.16.80.206","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"827","11.877734","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.166? Tell 172.16.80.1"
"828","12.082444","CloudNet_4c:9f:8f","Broadcast","ARP","60","Who has 172.16.84.53? Tell 172.16.81.187"
"829","12.082444","172.16.84.81","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"830","12.082444","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.50? Tell 172.16.80.1"
"831","12.082444","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.227? Tell 172.16.80.1"
"832","12.082444","1e:5c:24:b9:d8:b2","Broadcast","ARP","60","Who has 172.17.56.1? Tell 172.17.60.28"
"833","12.287891","IntelCor_87:60:cc","Broadcast","ARP","42","Who has 172.16.81.79? Tell 172.16.87.243"
"834","12.287891","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.6? Tell 172.16.80.1"
"835","12.287891","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.65? Tell 172.16.80.1"
"836","12.287891","172.16.82.136","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"837","12.287891","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.27? Tell 172.16.80.1"
"838","12.287891","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.128? Tell 172.16.80.1"
"839","12.287891","172.16.80.160","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"840","12.287891","IntelCor_cb:ed:00","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.80.160"
"841","12.287891","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.180? Tell 172.16.80.1"
"842","12.287891","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.185? Tell 172.16.80.1"
"843","12.287891","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.143? Tell 172.16.80.1"
"844","12.492597","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.198? Tell 172.16.80.1"
"845","12.492597","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.84.85? Tell 172.16.80.1"
"846","12.492597","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.99? Tell 172.16.80.1"
"847","12.492597","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.227? Tell 172.16.80.1"
"848","12.492597","IntelCor_35:fc:b9","Broadcast","ARP","60","Who has 172.16.84.53? Tell 172.16.86.137"
"849","12.492597","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.218? Tell 172.16.80.1"
"850","12.492597","IntelCor_35:fc:b9","Broadcast","ARP","60","Who has 172.16.81.214? Tell 172.16.86.137"
"851","12.492597","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.29? Tell 172.16.80.1"
"852","12.492597","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.106? Tell 172.16.80.1"
"853","12.492597","172.16.83.200","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"854","12.492597","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.13? Tell 172.16.80.1"
"855","12.697236","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.117? Tell 172.16.80.1"
"856","12.697236","IntelCor_f6:08:e2","Broadcast","ARP","60","Who has 172.16.81.161? Tell 172.16.83.88"
"857","12.697236","IntelCor_25:d8:25","Broadcast","ARP","60","ARP Announcement for 172.16.80.180"
"858","12.697236","172.16.84.30","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"859","12.697236","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.183? Tell 172.16.80.1"
"860","12.697236","172.16.86.168","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"861","12.697236","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.82.5? Tell 172.16.80.1"
"862","12.697236","RivetNet_c3:11:bd","Broadcast","ARP","60","Who has 172.16.83.161? Tell 172.16.86.168"
"863","12.901897","IntelCor_cb:ed:00","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.80.160"
"864","12.901897","IntelCor_f6:08:e2","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.83.88"
"865","12.901897","172.16.83.88","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"866","12.901897","1e:5c:24:b9:d8:b2","Broadcast","ARP","60","Who has 172.17.56.1? Tell 172.17.60.28"
"867","12.901897","172.16.80.206","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"868","12.901897","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.166? Tell 172.16.80.1"
"869","12.901897","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.151? Tell 172.16.80.1"
"870","13.106503","CloudNet_4c:9f:8f","Broadcast","ARP","60","Who has 172.16.84.53? Tell 172.16.81.187"
"871","13.106503","172.16.84.81","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"872","13.106503","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.50? Tell 172.16.80.1"
"873","13.106503","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.6? Tell 172.16.80.1"
"874","13.106503","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.227? Tell 172.16.80.1"
"875","13.311931","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.239? Tell 172.16.80.1"
"876","13.311931","172.16.82.136","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"877","13.311931","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.27? Tell 172.16.80.1"
"878","13.311931","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.65? Tell 172.16.80.1"
"879","13.311931","IntelCor_87:60:cc","Broadcast","ARP","42","Who has 172.16.81.79? Tell 172.16.87.243"
"880","13.311931","172.16.80.160","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"881","13.311931","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.185? Tell 172.16.80.1"
"882","13.311931","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.180? Tell 172.16.80.1"
"883","13.311931","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.143? Tell 172.16.80.1"
"884","13.311931","IntelCor_35:fc:b9","Broadcast","ARP","60","Who has 172.16.84.53? Tell 172.16.86.137"
"885","13.311931","IntelCor_35:fc:b9","Broadcast","ARP","60","Who has 172.16.81.214? Tell 172.16.86.137"
"886","13.311931","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.198? Tell 172.16.80.1"
"887","13.516337","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.99? Tell 172.16.80.1"
"888","13.516337","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.84.85? Tell 172.16.80.1"
"889","13.516337","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.227? Tell 172.16.80.1"
"890","13.516337","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.29? Tell 172.16.80.1"
"891","13.516337","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.106? Tell 172.16.80.1"
"892","13.516337","172.16.83.200","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"893","13.516337","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.139? Tell 172.16.80.1"
"894","13.516337","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.13? Tell 172.16.80.1"
"895","13.721230","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.117? Tell 172.16.1.1"
"896","13.721230","IntelCor_f6:08:e2","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.83.88"
"897","13.721230","172.16.84.30","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"898","13.721230","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.183? Tell 172.16.80.1"
"899","13.721230","172.16.86.168","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"900","13.721230","1e:5c:24:b9:d8:b2","Broadcast","ARP","60","Who has 172.17.56.1? Tell 172.17.60.28"
"901","13.721230","RivetNet_c3:11:bd","Broadcast","ARP","60","Who has 172.16.83.161? Tell 172.16.86.168"
"902","13.721230","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.82.5? Tell 172.16.80.1"
"903","13.925850","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.128? Tell 172.16.80.1"
"904","13.925850","IntelCor_cb:ed:00","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.80.160"
"905","13.925850","172.16.83.88","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"906","13.925850","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.166? Tell 172.16.80.1"
"907","13.925850","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.151? Tell 172.16.80.1"
"908","13.925850","172.16.80.206","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"909","14.130443","IntelCor_21:0a:5c","Broadcast","ARP","60","Who has 172.16.80.1? Tell 172.16.87.81"
"910","14.130443","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.50? Tell 172.16.80.1"
"911","14.130443","172.16.84.81","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"912","14.130443","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.227? Tell 172.16.80.1"
"913","14.130443","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.239? Tell 172.16.80.1"
"914","14.335827","172.16.82.136","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"915","14.335827","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.27? Tell 172.16.80.1"
"916","14.335827","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.65? Tell 172.16.80.1"
"917","14.335827","172.16.80.160","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"918","14.335827","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.185? Tell 172.16.80.1"
"919","14.335827","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.180? Tell 172.16.80.1"
"920","14.335827","IntelCor_9e:95:2b","Broadcast","ARP","60","Who has 172.16.86.184? Tell 172.16.80.106"
"921","14.335827","IntelCor_bf:a9:0a","Broadcast","ARP","60","Who has 169.254.169.254? Tell 172.16.80.164"
"922","14.335827","IntelCor_35:fc:b9","Broadcast","ARP","60","Who has 172.16.84.53? Tell 172.16.86.137"
"923","14.335827","IntelCor_35:fc:b9","Broadcast","ARP","60","Who has 172.16.81.214? Tell 172.16.86.137"
"924","14.540787","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.99? Tell 172.16.80.1"
"925","14.540787","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.84.85? Tell 172.16.80.1"
"926","14.540787","172.16.81.67","172.16.87.255","UDP","86","57621  >  57621 Len=44"
"927","14.540787","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.227? Tell 172.16.80.1"
"928","14.540787","1e:5c:24:b9:d8:b2","Broadcast","ARP","60","Who has 172.17.56.1? Tell 172.17.60.28"
"929","14.540787","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.29? Tell 172.16.80.1"
"930","14.540787","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.106? Tell 172.16.80.1"
"931","14.540787","172.16.83.200","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"932","14.540787","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.139? Tell 172.16.80.1"
"933","14.540787","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.13? Tell 172.16.80.1"
"934","14.540787","IntelCor_f6:08:e2","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.83.88"
"935","14.540787","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.117? Tell 172.16.1.1"
"936","14.745105","172.16.84.30","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"937","14.745105","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.183? Tell 172.16.80.1"
"938","14.745105","172.16.86.168","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"939","14.745105","RivetNet_c3:11:bd","Broadcast","ARP","60","Who has 172.16.83.161? Tell 172.16.86.168"
"940","14.745105","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.82.5? Tell 172.16.80.1"
"941","14.745105","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.128? Tell 172.16.80.1"
"942","14.835526","172.16.80.141","142.250.199.174","QUIC","1292","Initial, DCID=30fb625a6e93bbea, PKN: 1, PING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, PING, PADDING, PING, PADDING, CRYPTO, PADDING, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
"943","14.835821","172.16.80.141","142.250.199.174","QUIC","115","0-RTT, DCID=30fb625a6e93bbea"
"944","14.836425","172.16.80.141","142.250.199.174","QUIC","1288","0-RTT, DCID=30fb625a6e93bbea"
"945","14.836511","172.16.80.141","142.250.199.174","QUIC","566","0-RTT, DCID=30fb625a6e93bbea"
"946","14.859168","172.16.80.141","52.143.80.209","TCP","54","56076  >  443 [FIN, ACK] Seq=1 Ack=1 Win=514 Len=0"
"947","14.886585","142.250.199.174","172.16.80.141","QUIC","1292","Initial, SCID=30fb625a6e93bbea, PKN: 1, ACK, PADDING"
"948","14.950758","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.194? Tell 172.16.80.1"
"949","14.950758","172.16.83.88","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"950","14.950758","172.16.80.206","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"951","14.950758","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.151? Tell 172.16.80.1"
"952","14.950758","IntelCor_bf:a9:0a","Broadcast","ARP","60","Who has 169.254.169.254? Tell 172.16.80.164"
"953","14.950758","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.6? Tell 172.16.80.1"
"954","14.965422","142.250.199.174","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"955","14.965564","142.250.199.174","172.16.80.141","QUIC","664","Protected Payload (KP0)"
"956","14.965564","142.250.199.174","172.16.80.141","QUIC","68","Protected Payload (KP0)"
"957","14.965789","142.250.199.174","172.16.80.141","QUIC","67","Protected Payload (KP0)"
"958","14.965801","172.16.80.141","142.250.199.174","QUIC","120","Handshake, DCID=30fb625a6e93bbea"
"959","14.965886","172.16.80.141","142.250.199.174","QUIC","75","Protected Payload (KP0), DCID=30fb625a6e93bbea"
"960","14.991128","142.250.199.174","172.16.80.141","QUIC","162","Protected Payload (KP0)"
"961","14.991306","172.16.80.141","142.250.199.174","QUIC","75","Protected Payload (KP0), DCID=30fb625a6e93bbea"
"962","15.083826","142.250.199.174","172.16.80.141","QUIC","1288","Protected Payload (KP0)"
"963","15.084080","172.16.80.141","142.250.199.174","QUIC","77","Protected Payload (KP0), DCID=30fb625a6e93bbea"
"964","15.084165","142.250.199.174","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"965","15.084749","142.250.199.174","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"966","15.084884","172.16.80.141","142.250.199.174","QUIC","75","Protected Payload (KP0), DCID=30fb625a6e93bbea"
"967","15.086391","142.250.199.174","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"968","15.088050","142.250.199.174","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"969","15.088154","172.16.80.141","142.250.199.174","QUIC","75","Protected Payload (KP0), DCID=30fb625a6e93bbea"
"970","15.089749","142.250.199.174","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"971","15.091369","142.250.199.174","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"972","15.091475","172.16.80.141","142.250.199.174","QUIC","75","Protected Payload (KP0), DCID=30fb625a6e93bbea"
"973","15.093264","142.250.199.174","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"974","15.094701","142.250.199.174","172.16.80.141","QUIC","1146","Protected Payload (KP0)"
"975","15.094905","172.16.80.141","142.250.199.174","QUIC","75","Protected Payload (KP0), DCID=30fb625a6e93bbea"
"976","15.096198","142.250.199.174","172.16.80.141","QUIC","1287","Protected Payload (KP0)"
"977","15.096941","172.16.80.141","142.250.192.3","QUIC","1292","Initial, DCID=ebdf1133f01de8c9, PKN: 1, PADDING, PING, CRYPTO, PING, PING, CRYPTO, PING, PING, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, CRYPTO"
"978","15.097376","172.16.80.141","142.250.192.3","QUIC","120","0-RTT, DCID=ebdf1133f01de8c9"
"979","15.097912","142.250.199.174","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"980","15.098589","172.16.80.141","142.250.183.195","QUIC","1292","Initial, DCID=616292d5d7379a22, PKN: 1, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING"
"981","15.098941","172.16.80.141","142.250.183.195","QUIC","118","0-RTT, DCID=616292d5d7379a22"
"982","15.099510","172.16.80.141","142.250.199.174","QUIC","75","Protected Payload (KP0), DCID=30fb625a6e93bbea"
"983","15.099545","142.250.199.174","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"984","15.101185","142.250.199.174","172.16.80.141","QUIC","807","Protected Payload (KP0)"
"985","15.101626","172.16.80.141","142.250.199.174","QUIC","75","Protected Payload (KP0), DCID=30fb625a6e93bbea"
