"No.","Time","Source","Destination","Protocol","Length","Info"
"237","4.677388","136.233.9.22","172.16.80.141","TCP","1514","443  >  56089 [ACK] Seq=6318 Ack=3043 Win=35072 Len=1460 [TCP segment of a reassembled PDU]"
"238","4.677726","136.233.9.22","172.16.80.141","TLSv1.2","384","Application Data"
"239","4.677742","172.16.80.141","136.233.9.22","TCP","54","56089  >  443 [ACK] Seq=3043 Ack=8108 Win=131328 Len=0"
"240","4.677988","136.233.9.22","172.16.80.141","TLSv1.2","88","Application Data"
"241","4.679690","142.251.42.14","172.16.80.141","QUIC","1292","Initial, SCID=28d1c92b2b27810d, PKN: 1, ACK, PADDING"
"242","4.710116","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.82.5? Tell 172.16.80.1"
"243","4.710116","172.16.84.30","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"244","4.710116","IntelCor_f6:08:e2","Broadcast","ARP","60","Who has 172.16.81.161? Tell 172.16.83.88"
"245","4.710116","IntelCor_f6:08:e2","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.83.88"
"246","4.710116","IntelCor_5c:0c:10","Broadcast","ARP","60","Who has 172.16.87.33? Tell 172.16.84.23"
"247","4.710116","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.151? Tell 172.16.80.1"
"248","4.710116","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.106? Tell 172.16.80.1"
"249","4.710116","IntelCor_ad:82:84","Broadcast","ARP","60","Who has 169.254.169.254? Tell 172.16.84.215"
"250","4.714624","142.251.42.14","172.16.80.141","QUIC","1292","Protected Payload (KP0)"
"251","4.714741","142.251.42.14","172.16.80.141","QUIC","664","Protected Payload (KP0)"
"252","4.714943","172.16.80.141","142.251.42.14","QUIC","120","Handshake, DCID=28d1c92b2b27810d"
"253","4.715052","172.16.80.141","142.251.42.14","QUIC","75","Protected Payload (KP0), DCID=28d1c92b2b27810d"
"254","4.715183","172.16.80.141","142.251.42.14","QUIC","908","Protected Payload (KP0), DCID=28d1c92b2b27810d"
"255","4.715778","172.16.80.141","136.233.9.22","TCP","54","56090  >  443 [ACK] Seq=644 Ack=6318 Win=130816 Len=0"
"256","4.730758","172.16.80.141","136.233.9.22","TCP","54","56089  >  443 [ACK] Seq=3043 Ack=8142 Win=131328 Len=0"
"257","4.739226","142.251.42.14","172.16.80.141","QUIC","68","Protected Payload (KP0)"
"258","4.740416","142.251.42.14","172.16.80.141","QUIC","71","Protected Payload (KP0)"
"259","4.740516","142.251.42.14","172.16.80.141","QUIC","162","Protected Payload (KP0)"
"260","4.740545","172.16.80.141","142.251.42.14","QUIC","76","Protected Payload (KP0), DCID=28d1c92b2b27810d"
"261","4.740645","172.16.80.141","142.251.42.14","QUIC","75","Protected Payload (KP0), DCID=28d1c92b2b27810d"
"262","4.862276","142.251.42.14","172.16.80.141","QUIC","356","Protected Payload (KP0)"
"263","4.862470","172.16.80.141","142.251.42.14","QUIC","77","Protected Payload (KP0), DCID=28d1c92b2b27810d"
"264","4.862537","142.251.42.14","172.16.80.141","QUIC","67","Protected Payload (KP0)"
"265","4.888400","172.16.80.141","142.251.42.14","QUIC","75","Protected Payload (KP0), DCID=28d1c92b2b27810d"
"266","4.902251","172.16.80.141","136.233.9.22","TLSv1.2","2480","Application Data"
"267","4.904008","136.233.9.22","172.16.80.141","TCP","54","443  >  56089 [ACK] Seq=8142 Ack=5469 Win=39936 Len=0"
"268","4.904083","172.16.80.141","136.233.9.22","TLSv1.2","2470","Application Data"
"269","4.908912","136.233.9.22","172.16.80.141","TCP","54","443  >  56090 [ACK] Seq=6318 Ack=3060 Win=35200 Len=0"
"270","4.912862","142.251.42.14","172.16.80.141","QUIC","67","Protected Payload (KP0)"
"271","4.914663","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.239? Tell 172.16.80.1"
"272","4.914663","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.117? Tell 172.16.1.1"
"273","4.914663","IntelCor_9f:35:30","Broadcast","ARP","60","Who has 172.16.80.1? Tell 172.16.85.113"
"274","4.914663","IntelCor_cb:ed:00","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.80.160"
"275","4.914663","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.64? Tell 172.16.80.1"
"276","4.914663","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.6? Tell 172.16.80.1"
"277","4.914663","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.99? Tell 172.16.80.1"
"278","4.914663","172.16.83.88","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"279","4.933926","136.233.9.22","172.16.80.141","TLSv1.2","293","Application Data"
"280","4.936841","136.233.9.22","172.16.80.141","TLSv1.2","293","Application Data"
"281","4.982193","172.16.80.141","136.233.9.22","TCP","54","56089  >  443 [ACK] Seq=5469 Ack=8381 Win=131072 Len=0"
"282","4.982193","172.16.80.141","136.233.9.22","TCP","54","56090  >  443 [ACK] Seq=3060 Ack=6557 Win=130560 Len=0"
"283","5.119730","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.50? Tell 172.16.80.1"
"284","5.119730","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.27? Tell 172.16.80.1"
"285","5.119730","172.16.80.206","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"286","5.119730","172.16.84.81","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"287","5.119730","CloudNet_4c:9f:8f","Broadcast","ARP","60","Who has 172.16.84.53? Tell 172.16.81.187"
"288","5.119730","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.185? Tell 172.16.80.1"
"289","5.119730","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.128? Tell 172.16.80.1"
"290","5.119730","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.13? Tell 172.16.80.1"
"291","5.119730","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.227? Tell 172.16.80.1"
"292","5.119730","IntelCor_87:60:cc","Broadcast","ARP","42","Who has 172.16.81.79? Tell 172.16.87.243"
"293","5.119730","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.65? Tell 172.16.80.1"
"294","5.324121","172.16.82.136","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"295","5.324121","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.180? Tell 172.16.80.1"
"296","5.324121","1e:5c:24:b9:d8:b2","Broadcast","ARP","60","Who has 172.17.56.1? Tell 172.17.60.28"
"297","5.324121","172.16.80.160","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"298","5.324121","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.134? Tell 172.16.80.1"
"299","5.324121","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.227? Tell 172.16.80.1"
"300","5.529149","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.218? Tell 172.16.80.1"
"301","5.529149","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.198? Tell 172.16.80.1"
"302","5.529149","172.16.83.200","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"303","5.529149","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.143? Tell 172.16.80.1"
"304","5.529149","172.16.86.168","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"305","5.529149","HonHaiPr_df:ef:3d","Broadcast","ARP","60","Who has 172.16.82.235? Tell 172.16.84.82"
"306","5.529149","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.82.5? Tell 172.16.80.1"
"307","5.529149","IntelCor_f6:08:e2","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.83.88"
"308","5.733631","172.16.84.30","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"309","5.733631","IntelCor_5c:0c:10","Broadcast","ARP","60","Who has 172.16.87.33? Tell 172.16.84.23"
"310","5.733631","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.84.118? Tell 172.16.80.1"
"311","5.733631","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.151? Tell 172.16.80.1"
"312","5.733631","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.239? Tell 172.16.80.1"
"313","5.938555","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.117? Tell 172.16.1.1"
"314","5.938555","IntelCor_35:fc:b9","Broadcast","ARP","60","Who has 172.16.84.53? Tell 172.16.86.137"
"315","5.938555","IntelCor_35:fc:b9","Broadcast","ARP","60","Who has 172.16.81.214? Tell 172.16.86.137"
"316","5.938555","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.183? Tell 172.16.80.1"
"317","5.938555","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.6? Tell 172.16.80.1"
"318","5.938555","172.16.83.88","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"319","5.938555","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.139? Tell 172.16.80.1"
"320","6.143921","1e:5c:24:b9:d8:b2","Broadcast","ARP","60","Who has 172.17.56.1? Tell 172.17.60.28"
"321","6.143921","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.27? Tell 172.16.80.1"
"322","6.143921","172.16.84.81","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"323","6.143921","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.50? Tell 172.16.80.1"
"324","6.143921","172.16.80.206","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"325","6.143921","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.13? Tell 172.16.80.1"
"326","6.143921","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.227? Tell 172.16.80.1"
"327","6.143921","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.185? Tell 172.16.80.1"
"328","6.143921","HonHaiPr_df:ef:3d","Broadcast","ARP","60","Who has 172.16.82.235? Tell 172.16.84.82"
"329","6.143921","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.65? Tell 172.16.80.1"
"330","6.143921","172.16.82.136","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"331","6.348388","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.180? Tell 172.16.80.1"
"332","6.348388","172.16.80.160","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"333","6.348388","IntelCor_cb:ed:00","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.80.160"
"334","6.348388","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.99? Tell 172.16.80.1"
"335","6.348388","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.134? Tell 172.16.80.1"
"336","6.348388","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.227? Tell 172.16.80.1"
"337","6.348388","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.218? Tell 172.16.80.1"
"338","6.348388","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.84.7? Tell 172.16.80.1"
"339","6.348388","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.198? Tell 172.16.80.1"
"340","6.553067","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.106? Tell 172.16.80.1"
"341","6.553067","172.16.83.200","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"342","6.553067","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.193? Tell 172.16.80.1"
"343","6.553067","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.15? Tell 172.16.80.1"
"344","6.553067","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.184? Tell 172.16.80.1"
"345","6.553067","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.184? Tell 172.16.80.1"
"346","6.553067","172.16.86.168","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"347","6.757593","172.16.84.30","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"348","6.757593","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.128? Tell 172.16.80.1"
"349","6.757593","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.84.118? Tell 172.16.80.1"
"350","6.757593","1e:5c:24:b9:d8:b2","Broadcast","ARP","60","Who has 172.17.56.1? Tell 172.17.60.28"
"351","6.757593","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.151? Tell 172.16.80.1"
"352","6.963048","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.117? Tell 172.16.1.1"
"353","6.963048","IntelCor_cb:ed:00","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.80.160"
"354","6.963048","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.183? Tell 172.16.80.1"
"355","6.963048","IntelCor_f6:08:e2","Broadcast","ARP","60","Who has 169.254.255.255? Tell 172.16.83.88"
"356","6.963048","172.16.83.88","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"357","6.963048","172.16.80.206","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"358","6.963048","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.239? Tell 172.16.80.1"
"359","6.963048","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.139? Tell 172.16.80.1"
"360","6.963048","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.27? Tell 172.16.80.1"
"361","6.963048","172.16.84.81","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"362","6.963048","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.50? Tell 172.16.80.1"
"363","6.981700","172.16.80.141","142.250.67.142","UDP","1288","57237  >  443 Len=1246"
"364","6.981782","172.16.80.141","142.250.67.142","UDP","1292","57237  >  443 Len=1250"
"365","6.981835","172.16.80.141","142.250.67.142","UDP","149","57237  >  443 Len=107"
"366","7.006905","142.250.67.142","172.16.80.141","UDP","69","443  >  57237 Len=27"
"367","7.008524","142.250.67.142","172.16.80.141","UDP","67","443  >  57237 Len=25"
"368","7.032749","172.16.80.141","142.250.67.142","UDP","75","57237  >  443 Len=33"
"369","7.115879","172.16.80.141","142.251.42.14","QUIC","437","Protected Payload (KP0), DCID=28d1c92b2b27810d"
"370","7.116528","172.16.80.141","136.233.9.22","TLSv1.2","2557","Application Data"
"371","7.118078","136.233.9.22","172.16.80.141","TCP","54","443  >  56090 [ACK] Seq=6557 Ack=5563 Win=40192 Len=0"
"372","7.118699","136.233.9.22","172.16.80.141","TLSv1.2","460","Application Data"
"373","7.121118","172.16.80.141","136.233.9.22","TLSv1.2","2571","Application Data"
"374","7.122441","136.233.9.22","172.16.80.141","TCP","54","443  >  56090 [ACK] Seq=6963 Ack=8080 Win=45952 Len=0"
"375","7.129287","136.233.9.22","172.16.80.141","TCP","1514","443  >  56090 [ACK] Seq=6963 Ack=8080 Win=45952 Len=1460 [TCP segment of a reassembled PDU]"
"376","7.129640","136.233.9.22","172.16.80.141","TCP","1514","443  >  56090 [ACK] Seq=8423 Ack=8080 Win=45952 Len=1460 [TCP segment of a reassembled PDU]"
"377","7.129652","172.16.80.141","136.233.9.22","TCP","54","56090  >  443 [ACK] Seq=8080 Ack=9883 Win=131328 Len=0"
"378","7.130328","136.233.9.22","172.16.80.141","TCP","1514","443  >  56090 [ACK] Seq=9883 Ack=8080 Win=45952 Len=1460 [TCP segment of a reassembled PDU]"
"379","7.132282","136.233.9.22","172.16.80.141","TCP","1514","443  >  56090 [ACK] Seq=11343 Ack=8080 Win=45952 Len=1460 [TCP segment of a reassembled PDU]"
"380","7.132291","172.16.80.141","136.233.9.22","TCP","54","56090  >  443 [ACK] Seq=8080 Ack=12803 Win=131328 Len=0"
"381","7.134301","136.233.9.22","172.16.80.141","TCP","1514","443  >  56090 [ACK] Seq=12803 Ack=8080 Win=45952 Len=1460 [TCP segment of a reassembled PDU]"
"382","7.136197","136.233.9.22","172.16.80.141","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"383","7.136212","172.16.80.141","136.233.9.22","TCP","54","56090  >  443 [ACK] Seq=8080 Ack=15723 Win=131328 Len=0"
"384","7.138161","136.233.9.22","172.16.80.141","TCP","1514","443  >  56090 [ACK] Seq=15723 Ack=8080 Win=45952 Len=1460 [TCP segment of a reassembled PDU]"
"385","7.140109","136.233.9.22","172.16.80.141","TLSv1.2","928","Application Data"
"386","7.140122","172.16.80.141","136.233.9.22","TCP","54","56090  >  443 [ACK] Seq=8080 Ack=18057 Win=131328 Len=0"
"387","7.141210","136.233.9.22","172.16.80.141","TLSv1.2","88","Application Data"
"388","7.141439","142.251.42.14","172.16.80.141","QUIC","69","Protected Payload (KP0)"
"389","7.167478","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.13? Tell 172.16.80.1"
"390","7.167478","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.80.227? Tell 172.16.80.1"
"391","7.167478","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.185? Tell 172.16.80.1"
"392","7.167478","HonHaiPr_df:ef:3d","Broadcast","ARP","60","Who has 172.16.82.235? Tell 172.16.84.82"
"393","7.167478","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.65? Tell 172.16.80.1"
"394","7.167478","IntelCor_25:d8:25","Broadcast","ARP","60","Who has 172.16.80.1? Tell 172.16.80.180"
"395","7.167483","172.16.80.141","142.251.42.14","QUIC","75","Protected Payload (KP0), DCID=28d1c92b2b27810d"
"396","7.167478","172.16.82.136","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"397","7.183283","172.16.80.141","136.233.9.22","TCP","54","56090  >  443 [ACK] Seq=8080 Ack=18091 Win=131328 Len=0"
"398","7.215367","172.16.80.141","142.250.67.142","UDP","75","57237  >  443 Len=33"
"399","7.260881","142.251.42.14","172.16.80.141","QUIC","144","Protected Payload (KP0)"
"400","7.261109","172.16.80.141","142.251.42.14","QUIC","77","Protected Payload (KP0), DCID=28d1c92b2b27810d"
"401","7.261112","142.251.42.14","172.16.80.141","QUIC","67","Protected Payload (KP0)"
"402","7.265005","142.250.67.142","172.16.80.141","UDP","67","443  >  57237 Len=25"
"403","7.273659","172.16.80.141","136.233.9.22","TLSv1.2","2490","Application Data"
"404","7.274846","136.233.9.22","172.16.80.141","TCP","54","443  >  56090 [ACK] Seq=18091 Ack=10516 Win=50944 Len=0"
"405","7.276170","172.16.80.141","136.233.9.22","TLSv1.2","2501","Application Data"
"406","7.277219","172.16.80.141","136.233.9.22","TCP","66","56091  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"407","7.277557","172.16.80.141","136.233.9.22","TCP","66","56092  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"408","7.277811","172.16.80.141","136.233.9.22","TCP","66","56093  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"409","7.278085","172.16.80.141","136.233.9.22","TCP","66","56094  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"410","7.279528","136.233.9.22","172.16.80.141","TCP","54","443  >  56089 [ACK] Seq=8381 Ack=7916 Win=45824 Len=0"
"411","7.281849","136.233.9.22","172.16.80.141","TCP","66","443  >  56091 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM=1 WS=128"
"412","7.281909","172.16.80.141","136.233.9.22","TCP","54","56091  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"413","7.281989","136.233.9.22","172.16.80.141","TCP","66","443  >  56092 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM=1 WS=128"
"414","7.281989","136.233.9.22","172.16.80.141","TCP","66","443  >  56093 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM=1 WS=128"
"415","7.282029","172.16.80.141","136.233.9.22","TCP","54","56092  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"416","7.282056","172.16.80.141","136.233.9.22","TCP","54","56093  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"417","7.282142","136.233.9.22","172.16.80.141","TCP","66","443  >  56094 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM=1 WS=128"
"418","7.282148","172.16.80.141","136.233.9.22","TLSv1.2","571","Client Hello"
"419","7.282164","172.16.80.141","136.233.9.22","TCP","54","56094  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"420","7.282340","172.16.80.141","136.233.9.22","TLSv1.2","571","Client Hello"
"421","7.282506","172.16.80.141","136.233.9.22","TLSv1.2","571","Client Hello"
"422","7.282653","172.16.80.141","136.233.9.22","TLSv1.2","571","Client Hello"
"423","7.284211","136.233.9.22","172.16.80.141","TLSv1.2","191","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"424","7.284706","136.233.9.22","172.16.80.141","TLSv1.2","191","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"425","7.284871","172.16.80.141","136.233.9.22","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"426","7.285144","172.16.80.141","136.233.9.22","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"427","7.285318","172.16.80.141","136.233.9.22","TLSv1.2","2499","Application Data"
"428","7.285446","172.16.80.141","136.233.9.22","TLSv1.2","2496","Application Data"
"429","7.286807","136.233.9.22","172.16.80.141","TLSv1.2","191","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"430","7.286988","172.16.80.141","136.233.9.22","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"431","7.287036","136.233.9.22","172.16.80.141","TLSv1.2","191","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"432","7.287106","172.16.80.141","142.251.42.14","QUIC","75","Protected Payload (KP0), DCID=28d1c92b2b27810d"
"433","7.287238","172.16.80.141","136.233.9.22","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"434","7.287379","172.16.80.141","136.233.9.22","TLSv1.2","2487","Application Data"
"435","7.287488","172.16.80.141","136.233.9.22","TLSv1.2","2498","Application Data"
"436","7.287769","136.233.9.22","172.16.80.141","TCP","54","443  >  56091 [ACK] Seq=138 Ack=2029 Win=33280 Len=0"
"437","7.292445","136.233.9.22","172.16.80.141","TCP","54","443  >  56092 [ACK] Seq=138 Ack=3011 Win=35200 Len=0"
"438","7.297853","136.233.9.22","172.16.80.141","TCP","54","443  >  56093 [ACK] Seq=138 Ack=3002 Win=35200 Len=0"
"439","7.302095","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"440","7.302463","136.233.9.22","172.16.80.141","TCP","54","443  >  56094 [ACK] Seq=138 Ack=3013 Win=35200 Len=0"
"441","7.302752","172.16.80.141","136.233.9.22","TLSv1.2","2475","Application Data"
"442","7.308006","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"443","7.310059","136.233.9.22","172.16.80.141","TCP","54","443  >  56090 [ACK] Seq=18243 Ack=12937 Win=56704 Len=0"
"444","7.311263","142.251.42.14","172.16.80.141","QUIC","67","Protected Payload (KP0)"
"445","7.318556","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"446","7.318740","142.251.42.14","172.16.80.141","QUIC","67","Protected Payload (KP0)"
"447","7.318898","172.16.80.141","142.251.42.14","QUIC","75","Protected Payload (KP0), DCID=28d1c92b2b27810d"
"448","7.319447","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"449","7.323209","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"450","7.334130","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"451","7.335431","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"452","7.336499","142.250.67.142","172.16.80.141","UDP","729","443  >  57237 Len=687"
"453","7.336689","172.16.80.141","142.250.67.142","UDP","77","57237  >  443 Len=35"
"454","7.336762","142.250.67.142","172.16.80.141","UDP","193","443  >  57237 Len=151"
"455","7.343618","172.16.80.141","136.233.9.22","TLSv1.2","2470","Application Data"
"456","7.344880","136.233.9.22","172.16.80.141","TCP","54","443  >  56090 [ACK] Seq=18395 Ack=15353 Win=62592 Len=0"
"457","7.348149","172.16.80.141","136.233.9.22","TLSv1.2","2478","Application Data"
"458","7.349426","136.233.9.22","172.16.80.141","TCP","54","443  >  56094 [ACK] Seq=290 Ack=5437 Win=40064 Len=0"
"459","7.355945","172.16.80.141","136.233.9.22","TCP","54","56089  >  443 [ACK] Seq=7916 Ack=8533 Win=130816 Len=0"
"460","7.357973","172.16.80.141","136.233.9.22","TLSv1.2","2478","Application Data"
"461","7.358152","172.16.80.141","136.233.9.22","TLSv1.2","2481","Application Data"
"462","7.358324","172.16.80.141","136.233.9.22","TLSv1.2","2475","Application Data"
"463","7.358451","172.16.80.141","136.233.9.22","TLSv1.2","2470","Application Data"
"464","7.360721","136.233.9.22","172.16.80.141","TCP","54","443  >  56093 [ACK] Seq=290 Ack=5426 Win=40064 Len=0"
"465","7.362201","172.16.80.141","142.250.67.142","UDP","75","57237  >  443 Len=33"
"466","7.365428","136.233.9.22","172.16.80.141","TCP","54","443  >  56092 [ACK] Seq=290 Ack=5438 Win=41088 Len=0"
"467","7.367253","136.233.9.22","172.16.80.141","TCP","54","443  >  56091 [ACK] Seq=290 Ack=5435 Win=40960 Len=0"
"468","7.370079","136.233.9.22","172.16.80.141","TLSv1.2","206","Application Data"
"469","7.372769","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.180? Tell 172.16.80.1"
"470","7.372769","172.16.80.160","172.16.87.255","UDP","305","54915  >  54915 Len=263"
"471","7.372769","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.99? Tell 172.16.80.1"
"472","7.372769","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.134? Tell 172.16.80.1"
"473","7.372769","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.84.85? Tell 172.16.80.1"
"474","7.372769","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.194? Tell 172.16.80.1"
"475","7.372769","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.6? Tell 172.16.80.1"
"476","7.372769","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.84.7? Tell 172.16.80.1"
"477","7.372769","172.16.80.1","255.255.255.255","DHCP","342","DHCP Offer    - Transaction ID 0xaa634eb9"
"478","7.372769","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.87.227? Tell 172.16.80.1"
"479","7.372769","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.85.198? Tell 172.16.80.1"
"480","7.372769","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.83.218? Tell 172.16.80.1"
"481","7.372769","IntelCor_b4:b1:dd","Broadcast","ARP","60","Who has 172.16.86.106? Tell 172.16.80.1"
"482","7.373000","172.16.80.141","136.233.9.22","TLSv1.2","2478","Application Data"
"483","7.374645","136.233.9.22","172.16.80.141","TCP","54","443  >  56089 [ACK] Seq=8533 Ack=10332 Win=51712 Len=0"
